stable_id	Mass	pI	Charge	NumResidues	CAI
SPAC15A10.01	77056.00	10.0562	28.5	693	0.421
SPAC12B10.08c	52361.74	10.0086	28.5	456	0.339
SPAC8C9.07	17220.91	11.1522	28.5	144	0.334
SPBC21B10.10	29658.78	10.9371	28.5	262	0.705
SPAC4G8.03c	88228.50	9.2548	28.5	780	0.388
SPBC1683.09c	64091.79	9.5591	28.5	564	0.393
SPBC557.05	49461.33	10.0349	29.0	433	0.309
SPAC26H5.12	131502.81	8.9034	29.0	1154	0.390
SPBP23A10.07	131687.07	8.5847	29.0	1174	0.535
SPBC24C6.02	68742.33	10.1356	29.0	606	0.338
SPCC11E10.04	51032.10	10.1226	29.0	443	0.352
SPBC19G7.04	41627.80	9.9789	29.0	362	0.411
SPAC31A2.06	62619.07	9.9225	29.0	542	0.389
SPCC330.11	152586.37	8.8097	29.5	1347	0.397
SPBC19F8.08	29688.85	10.9608	29.5	262	0.722
SPAC17H9.08	37059.06	10.1369	29.5	326	0.398
SPCC1739.02c	28903.64	11.0036	29.5	249	0.419
SPBC146.01	118453.27	10.1090	29.5	1063	0.406
SPBC839.04	27100.13	11.4500	29.5	253	0.731
SPBC2F12.07c	27100.13	11.4500	29.5	253	0.766
SPBP8B7.10c	37808.26	10.4873	29.5	327	0.352
SPAC1F7.13c	27100.13	11.4500	29.5	253	0.760
SPAC1A6.07	69793.81	10.1386	29.5	636	0.368
SPAC959.07	29674.83	10.9608	29.5	262	0.685
SPAC1F5.09c	66765.45	9.7769	29.5	589	0.376
SPAC20G4.02c	157073.54	8.5643	29.5	1372	0.385
SPAC4G8.09	100886.33	9.1159	29.5	874	0.382
SPCC1494.04c	48905.61	6.8758	3.0	431	0.428
SPAC2G11.14	111013.66	6.7807	3.0	979	0.391
SPBC25H2.04c	18641.47	8.4582	3.0	175	0.420
SPAC22F8.06	25082.38	7.5910	3.0	225	0.452
SPBC31F10.02	17181.57	7.5527	3.0	161	0.374
SPAC1002.04c	22537.94	8.8255	3.0	199	0.353
SPAC3H1.13	39008.68	7.1310	3.0	344	0.422
SPBC211.08c	28435.39	7.7427	3.0	257	0.332
SPAC2G11.04	33413.41	7.0627	3.0	301	0.372
SPBC16A3.02c	38186.72	7.2026	3.0	347	0.465
SPBC1711.01c	4857.83	10.1255	3.0	42	0.414
SPBC646.03	51684.05	7.8376	3.0	471	0.368
SPBC32F12.03c	18060.58	8.4394	3.0	158	0.605
SPCC16A11.09c	22621.76	8.9550	3.0	210	0.496
SPAP27G11.08c	44591.65	7.5312	3.0	392	0.358
SPAC9G1.08c	27341.18	7.0521	3.0	241	0.395
SPBC216.04c	15606.51	7.2035	3.0	138	0.447
SPAPB24D3.01	68966.14	7.0751	3.0	594	0.417
SPAC1687.21	23698.30	7.0624	3.0	209	0.466
SPBC460.04c	44843.02	6.8073	3.0	391	0.423
SPCC306.02c	18840.02	8.4682	3.0	171	0.459
SPMTR.03	4857.83	10.1255	3.0	42	0.414
SPCC4B3.18	36242.37	7.2712	3.0	316	0.384
SPCC74.09	73881.07	6.6945	3.0	654	0.444
SPAC3G6.11	96204.03	6.7588	3.0	844	0.357
SPCC338.18	13300.47	9.4300	3.0	117	0.396
SPAC13F5.07c	18426.61	8.0792	3.0	165	0.381
SPBC409.16c	13970.08	7.6752	3.0	120	0.354
SPAC4G8.10	21067.03	8.9246	3.0	182	0.370
SPCC777.02	69610.70	6.7706	3.0	612	0.380
SPCC1223.13	108334.95	6.7538	3.0	963	0.402
SPAC212.12	13127.67	8.4842	3.0	123	0.318
SPAC1952.15c	40258.79	7.6465	3.0	350	0.343
SPBC31F10.07	34195.26	7.2525	3.0	304	0.489
SPAC31G5.11	26106.48	7.6588	3.0	235	0.399
SPAC15A10.05c	26466.46	7.8594	3.0	242	0.476
SPAC23C4.05c	49532.15	6.8962	3.0	431	0.397
SPAC1002.05c	82879.85	6.7483	3.0	715	0.408
SPBC36B7.02	40333.97	6.9476	3.0	353	0.435
SPAC750.07c	13127.67	8.4842	3.0	123	0.318
SPCC338.07c	83678.51	6.8844	3.0	729	0.442
SPAC19D5.10c	9689.34	8.5128	3.0	87	0.398
SPAC589.09	45304.56	7.1532	3.0	388	0.418
SPAC977.18	15509.93	8.2017	3.0	133	0.394
SPAC23D3.11	32730.67	8.1769	3.0	296	0.346
SPBC1711.04	35814.07	7.1747	3.0	320	0.482
SPBC1271.12	44591.99	7.0719	3.0	388	0.425
SPAC5H10.07	10296.06	8.8142	3.0	89	0.310
SPBC23G7.05	12434.20	9.3212	3.0	109	0.681
SPBC23E6.02	118364.62	6.6916	3.0	1040	0.392
SPCC162.04c	46510.46	7.4491	3.0	418	0.354
SPBC1711.13	47553.84	7.0710	3.0	439	0.436
SPCC1827.08c	41932.59	7.1628	3.0	361	0.388
SPAC105.03c	80989.51	6.7907	3.0	708	0.400
SPAC1071.03c	38777.82	7.9405	3.0	338	0.397
SPAC16A10.03c	97485.69	6.7920	3.0	847	0.416
SPAC977.10	52176.75	7.1509	3.0	468	0.339
SPBC713.14c	8819.10	7.2927	3.0	75	0.462
SPBC32H8.11	57684.69	6.8287	3.0	517	0.380
SPCC11E10.01	42773.10	7.0333	3.0	390	0.502
SPBC56F2.09c	45661.57	6.9483	3.0	415	0.617
SPBC428.16c	20515.27	7.6615	3.0	185	0.532
SPBC1703.05	39840.37	7.0718	3.0	344	0.408
SPBC1773.17c	37658.23	7.3810	3.0	340	0.381
SPAC27D7.06	36393.53	7.7568	3.0	341	0.426
SPAC2G11.05c	81770.17	6.8057	3.0	701	0.391
SPCC965.06	38430.75	7.2911	3.0	344	0.390
SPAC5H10.02c	26116.62	7.7484	3.0	240	0.352
SPAC4D7.13	81930.52	6.8490	3.0	695	0.419
SPAC16E8.02	24993.40	7.5859	3.0	222	0.358
SPAC637.07	62636.95	7.0652	3.0	567	0.555
SPCC1620.01c	10988.80	9.0694	3.0	96	0.505
SPAC10F6.10	57498.40	6.9606	3.0	497	0.394
SPBC9B6.04c	48282.49	6.9514	3.0	439	0.579
SPCC576.15c	65661.85	6.7681	3.0	592	0.385
SPBC4B4.06	20847.13	8.0679	3.0	175	0.328
SPBC2F12.08c	46874.96	7.2046	3.0	402	0.404
SPCC1739.06c	54711.82	6.9375	3.0	496	0.410
SPBC244.01c	74472.77	6.8343	3.0	660	0.404
SPCC13B11.01	37396.35	6.9303	3.0	350	0.834
SPCC553.09c	64184.84	6.9393	3.0	574	0.395
SPBC23G7.11	24291.84	7.5013	3.0	213	0.366
SPCC18.02	49056.64	7.3538	3.0	448	0.434
SPBC1289.03c	24555.20	7.5411	3.0	216	0.735
SPBC1718.05	23850.34	8.0540	3.0	209	0.410
SPCC569.06	54260.27	7.1412	3.0	478	0.451
SPBC36.01c	64183.94	7.3453	3.0	580	0.483
SPAC6F6.17	155835.23	6.7080	3.0	1400	0.394
SPAC144.14	57253.64	6.8364	3.0	511	0.387
SPAC17A5.05c	28325.45	6.9425	3.0	247	0.375
SPBC11C11.08	31068.54	8.4184	3.0	275	0.424
SPAC26A3.12c	112368.07	6.7503	3.0	991	0.443
SPAC11E3.09	34583.02	7.9384	3.0	303	0.356
SPBC3E7.17	7011.96	8.7450	3.0	60	0.327
SPAC17A5.08	24137.64	8.1937	3.0	210	0.473
SPBC1604.20c	70099.06	7.0922	3.0	628	0.373
SPBC23G7.17c	4857.83	10.1255	3.0	42	0.414
SPCC757.06	12982.24	7.9709	3.0	116	0.432
SPAC8E11.04c	24474.35	7.6619	3.0	224	0.391
SPAC15A10.17	9443.88	9.7523	3.0	86	0.494
SPAC2G11.15c	27157.41	8.0768	3.0	239	0.412
SPCC330.05c	29361.77	7.5389	3.0	264	0.489
SPBP4H10.11c	75790.87	6.9083	3.0	689	0.528
SPBC660.16	53679.55	7.1550	3.0	492	0.798
SPAC1F7.14c	9132.61	9.1146	3.0	81	0.409
SPCC1494.02c	12955.97	9.0855	3.0	111	0.412
SPAC19G12.13c	29754.27	7.4393	3.5	249	0.403
SPAC1782.06c	31053.62	9.2783	3.5	282	0.393
SPAC23C11.06c	60124.22	7.0014	3.5	535	0.435
SPCC191.02c	73035.83	6.7933	3.5	662	0.610
SPAC11H11.02c	30628.23	8.1685	3.5	264	0.406
SPAC2F3.11	43296.65	7.7122	3.5	384	0.387
SPBC660.09	12646.09	9.4521	3.5	115	0.294
SPCC4B3.02c	14706.72	9.5849	3.5	129	0.386
SPMIT.05	43736.98	7.5622	3.5	387	0.422
SPBC30D10.05c	26644.98	8.6933	3.5	247	0.479
SPBC2G5.05	75182.30	6.7899	3.5	685	0.811
SPCC645.10	54723.04	8.0039	3.5	484	0.376
SPCC1827.01c	75651.96	6.9192	3.5	652	0.447
SPCC1620.13	31708.15	7.8204	3.5	282	0.377
SPCC4B3.03c	74305.88	6.8316	3.5	679	0.427
SPAP8A3.07c	40638.44	7.2513	3.5	372	0.688
SPAC4H3.04c	34746.68	7.2336	3.5	309	0.406
SPAC23D3.03c	54319.14	7.5667	3.5	472	0.389
SPAC9G1.11c	44773.16	7.0896	3.5	380	0.416
SPBC36.03c	59170.19	7.2048	3.5	538	0.491
SPAC13D6.03c	26276.84	7.3191	3.5	228	0.353
SPCC24B10.17	23138.51	7.5743	3.5	199	0.491
SPCC417.10	56664.62	7.7745	3.5	508	0.612
SPAC9G1.12	41733.22	6.8717	3.5	364	0.392
SPBC16C6.05	21632.85	8.5811	3.5	190	0.441
SPAP27G11.11c	8436.76	8.2128	3.5	73	0.385
SPBC8D2.14c	34890.34	8.9542	3.5	309	0.400
SPACUNK4.07c	136260.78	6.7772	3.5	1211	0.499
SPBC16A3.04	25931.05	8.3877	3.5	220	0.393
SPCPB16A4.06c	14422.53	8.2472	3.5	126	0.414
SPBC27.08c	54754.42	7.1380	3.5	490	0.633
SPAC56F8.12	44585.92	7.1946	3.5	394	0.278
SPAC227.06	27931.71	7.7601	3.5	249	0.438
SPAC31G5.16c	26671.92	8.5885	3.5	236	0.492
SPAC1F12.05	42375.86	7.2233	3.5	377	0.436
SPAC27F1.10	11763.88	8.7966	3.5	101	0.361
SPAC16A10.04	22407.77	8.2579	3.5	203	0.404
SPCC777.11	14655.72	9.4738	3.5	128	0.402
SPAC22F3.09c	73701.51	6.9819	3.5	657	0.376
SPCC1223.12c	45520.96	8.1834	3.5	416	0.389
SPBC3H7.04	25073.56	8.4285	3.5	220	0.409
SPAC4A8.07c	51288.54	7.0637	3.5	458	0.444
SPBC21B10.13c	23156.60	7.5863	3.5	201	0.363
SPBC1347.03	37392.07	7.6943	3.5	335	0.388
SPBC1778.08c	19843.77	8.3060	3.5	174	0.472
SPAC31G5.01	35908.08	8.0682	3.5	335	0.375
SPCC576.17c	59322.43	6.9788	3.5	525	0.452
SPCC1259.05c	6643.77	9.6907	3.5	58	0.553
SPAC3A12.06c	82397.44	6.8151	3.5	743	0.406
SPCC613.04c	84472.02	6.8800	3.5	746	0.389
SPAC22A12.10	44083.53	7.2556	3.5	386	0.466
SPAC222.16c	38949.89	6.9940	3.5	338	0.422
SPBPB8B6.04c	74418.75	7.0184	3.5	648	0.376
SPAC1952.09c	57916.17	6.8275	3.5	521	0.512
SPCC16C4.11	32736.84	8.1867	3.5	288	0.421
SPBC1711.03	28883.12	9.0793	3.5	258	0.388
SPAPB1A11.05	4550.19	10.7863	3.5	42	0.353
SPBC27B12.10c	6039.15	10.2356	3.5	52	0.481
SPAP8A3.06	25030.18	7.3918	3.5	216	0.415
SPCC290.04	78160.28	6.9501	3.5	697	0.381
SPAC23D3.17	8976.05	9.1838	3.5	78	0.355
SPAC13G6.03	85645.61	6.8585	3.5	758	0.412
SPCC757.07c	58279.38	6.8752	3.5	512	0.630
SPCC553.11c	12584.36	9.1619	3.5	109	0.369
SPBC428.15	44461.95	7.2373	3.5	409	0.388
SPBP8B7.31	19909.10	7.9681	3.5	172	0.435
SPAC19A8.09	9005.76	10.6184	3.5	81	0.377
SPCC970.12	22541.58	8.0962	3.5	194	0.388
SPCC550.03c	138027.89	6.7198	3.5	1213	0.408
SPCC1235.04c	30607.98	7.8680	3.5	265	0.370
SPBC31F10.13c	103686.33	6.7436	3.5	932	0.370
SPAC1F8.04c	50370.25	6.8644	3.5	463	0.360
SPAC23H3.02c	13267.20	7.7605	3.5	117	0.353
SPBC29A3.07c	13162.98	9.2658	3.5	114	0.443
SPBC800.08	53200.77	7.0958	3.5	462	0.449
SPAC6G9.13c	15672.08	7.9713	3.5	132	0.352
SPCC584.13	59527.49	7.5164	3.5	544	0.504
SPAC3G9.14	86404.87	6.6951	3.5	766	0.433
SPBC530.06c	132312.92	6.6574	3.5	1173	0.404
SPAC13G7.06	30560.79	7.3012	3.5	266	0.462
SPAC458.04c	41078.41	7.2219	3.5	360	0.352
SPAC23C4.13	13251.35	9.7761	3.5	117	0.410
SPAC6B12.10c	52009.14	6.9089	3.5	454	0.404
SPBC365.14c	39233.55	7.0835	3.5	355	0.484
SPBC1289.08	53121.48	6.9693	3.5	475	0.416
SPBC8E4.04	36628.86	7.1274	3.5	325	0.462
SPBC12C2.01c	37512.81	10.4595	30.0	318	0.343
SPBC13G1.01c	37665.30	10.5766	30.0	327	0.381
SPAC29B12.10c	96301.94	9.6458	30.0	851	0.417
SPCP1E11.04c	46628.94	10.8056	30.0	425	0.382
SPAC22F8.09	48129.76	10.4551	30.0	419	0.399
SPBC32H8.10	68029.21	9.7779	30.0	591	0.407
SPBC23E6.07c	103489.29	9.6248	30.0	934	0.392
SPAC4G9.09c	97704.85	9.7749	30.0	885	0.497
SPAC8F11.04	41357.83	10.4563	30.0	373	0.439
SPBC30D10.11	76432.03	9.6657	30.0	653	0.355
SPAC3H1.04c	69428.79	10.3235	30.0	601	0.391
SPAC959.03c	59758.11	10.0476	30.5	520	0.452
SPAC23A1.11	22004.98	11.2192	30.5	197	0.670
SPBC354.10	100133.83	9.9681	30.5	963	0.400
SPBC216.02	111373.59	9.2101	30.5	968	0.391
SPAC6F12.09	139477.84	8.7813	30.5	1215	0.393
SPCP1E11.08	29705.41	10.8841	30.5	260	0.568
SPBC13E7.07	31058.11	10.7158	30.5	273	0.423
SPAC9E9.12c	160612.29	9.2068	30.5	1427	0.380
SPBC839.13c	22170.18	11.2192	30.5	197	0.670
SPBP8B7.27	93414.86	9.1261	31.0	807	0.378
SPAC26H5.11	110904.77	8.8516	31.0	965	0.380
SPAC18G6.06	29682.81	10.9125	31.0	249	0.385
SPBC3F6.05	130602.44	8.2337	31.0	1150	0.404
SPAP27G11.14c	79764.28	9.5594	31.0	689	0.385
SPBC29A3.04	28606.69	11.0629	31.0	259	0.756
SPCC645.06c	144431.23	8.5195	31.0	1275	0.405
SPAC24B11.10c	103183.54	9.5442	31.0	932	0.385
SPBP23A10.13	108613.14	9.7858	31.0	972	0.336
SPBC21C3.03	79369.36	10.1137	31.0	692	0.361
SPAC9G1.06c	98263.04	9.7537	31.5	886	0.345
SPCC16C4.06c	47498.13	10.3848	31.5	413	0.393
SPAC2C4.16c	22592.86	11.5447	31.5	200	0.711
SPAC521.05	22563.87	11.5447	31.5	200	0.749
SPBC16A3.13	89459.44	7.5074	31.5	774	0.545
SPAC22F3.04	169114.14	8.3571	31.5	1487	0.360
SPAC4H3.05	101123.76	9.7773	31.5	887	0.385
SPAC13G7.03	30935.48	10.7309	31.5	278	0.398
SPBC9B6.06	28162.43	11.2166	32.0	254	0.355
SPAC19B12.03	210827.98	8.1871	32.0	1826	0.486
SPAC1D4.11c	77494.36	9.3043	32.0	690	0.401
SPAC29A4.03c	31062.21	10.6972	32.0	271	0.372
SPCC736.11	94438.53	9.3440	32.5	834	0.402
SPAC1639.02c	101432.30	9.8178	32.5	885	0.330
SPAC23D3.01	46855.92	10.5959	32.5	407	0.345
SPCC70.06	52334.36	10.0697	32.5	458	0.375
SPAC19A8.13	30198.43	11.2936	33.0	261	0.294
SPAC18B11.05	53607.56	9.8303	33.0	464	0.385
SPCC1682.12c	51581.73	10.0421	33.0	457	0.399
SPAC824.02	129413.09	9.2333	33.0	1142	0.421
SPAC890.05	31878.34	10.7201	33.0	284	0.409
SPBC25D12.06	66894.20	10.0277	33.0	585	0.336
SPAC6G9.09c	16836.63	12.0742	33.0	149	0.726
SPAC2F7.09c	55051.66	10.3532	33.5	491	0.365
SPAC15A10.03c	96654.24	9.3370	33.5	852	0.417
SPBC2G2.05	22353.49	11.3924	33.5	197	0.410
SPCC330.14c	16911.74	12.1878	33.5	149	0.719
SPAC637.11	73120.00	9.8062	33.5	647	0.383
SPBC691.04	59449.31	10.7604	33.5	535	0.392
SPAC9G1.04	42060.17	10.9526	33.5	374	0.374
SPBC1685.15c	87796.39	10.0377	33.5	784	0.343
SPAC3H1.12c	128839.35	8.3161	33.5	1131	0.414
SPAC16C9.07	94232.05	9.6238	34.0	836	0.377
SPAC13G6.07c	27499.25	11.4885	34.0	239	0.673
SPBC9B6.09c	79020.38	10.3069	34.0	726	0.340
SPAPB1E7.12	27475.24	11.4395	34.0	239	0.729
SPCC1223.01	82699.57	8.9787	34.0	732	0.415
SPCC297.05	109744.37	8.9919	34.5	973	0.387
SPBC18H10.11c	50048.22	10.2599	34.5	432	0.376
SPAC25G10.09c	193278.54	9.9932	34.5	1794	0.426
SPAC31A2.07c	94660.90	10.1282	34.5	848	0.384
SPCC24B10.22	116045.33	9.1401	34.5	1018	0.404
SPBC13E7.05	94681.11	9.5894	35.0	815	0.390
SPBC2D10.17	136677.45	9.2182	35.0	1238	0.385
SPBC1604.14c	72358.20	10.3131	35.0	658	0.403
SPBC887.14c	90049.68	10.2022	35.0	805	0.400
SPAC4A8.08c	109626.69	9.4419	35.0	950	0.391
SPAPB17E12.13	21183.81	12.1620	35.0	187	0.681
SPAC1952.02	22832.25	10.9946	35.0	202	0.422
SPCC895.09c	149880.60	8.8604	35.5	1327	0.388
SPCC70.05c	85909.52	9.3772	35.5	781	0.471
SPBC11C11.07	21189.79	12.1874	36.0	187	0.694
SPBC11C11.11c	68943.23	10.0127	36.0	606	0.365
SPAC3F10.11c	166937.96	9.2058	36.5	1478	0.445
SPAC144.09c	43850.91	8.6894	36.5	374	0.381
SPCC1322.01	109979.07	9.4480	36.5	957	0.381
SPBC1D7.02c	59713.27	10.6574	37.0	565	0.401
SPAC22H10.09	76202.87	9.8762	37.0	646	0.386
SPAC1783.01	65872.17	9.6166	37.0	583	0.397
SPBC428.10	93695.45	10.0648	37.5	845	0.362
SPAC6B12.02c	217433.62	8.4626	37.5	1888	0.405
SPBC1347.01c	106525.74	9.7589	38.0	935	0.364
SPAC19B12.13	86111.23	9.6533	38.0	753	0.394
SPAC24H6.06	79814.71	9.8950	38.0	699	0.393
SPAC30D11.04c	123974.48	10.2554	38.5	1159	0.369
SPBC947.07	27125.32	10.9956	38.5	233	0.404
SPBC56F2.02	22723.54	11.9496	38.5	193	0.733
SPCC1682.14	22753.57	11.9496	38.5	193	0.724
SPBC19G7.05c	199670.05	8.4514	38.5	1729	0.472
SPAC1420.04c	86175.32	9.6778	39.0	753	0.394
SPCC576.11	23806.43	11.7843	39.5	201	0.775
SPAC1783.08c	23822.43	11.7091	39.5	201	0.720
SPAC22E12.11c	94887.07	9.7648	39.5	859	0.363
SPAC3H5.06c	159349.22	6.8683	4.0	1405	0.416
SPBC1348.01	30579.93	8.3040	4.0	269	0.420
SPAC4F10.04	37169.87	7.3616	4.0	325	0.380
SPCC1672.05c	44575.53	8.0363	4.0	401	0.566
SPBC1773.13	54755.60	7.1032	4.0	481	0.396
SPAC1565.05	86680.34	6.9463	4.0	773	0.391
SPBC887.22	8989.70	8.8753	4.0	78	0.462
SPBC17A3.06	38005.91	7.4220	4.0	330	0.395
SPAC27E2.03c	44332.97	7.9464	4.0	392	0.667
SPAC29A4.19c	121935.71	6.8398	4.0	1096	0.400
SPAC27D7.03c	82676.75	7.3802	4.0	750	0.414
SPAC1635.01	29653.36	7.8186	4.0	282	0.633
SPCC757.09c	43377.28	7.6118	4.0	398	0.570
SPCC970.08	108719.42	6.6895	4.0	967	0.365
SPCC622.03c	15333.09	9.6742	4.0	132	0.396
SPCC4B3.06c	22124.68	8.2238	4.0	200	0.408
SPBC106.17c	56362.68	6.8939	4.0	504	0.482
SPAC3G9.06	56266.45	7.1453	4.0	499	0.538
SPBC31F10.11c	80840.69	7.1236	4.0	674	0.430
SPAC328.05	51594.03	7.0399	4.0	464	0.406
SPCC1223.15c	17493.99	9.0266	4.0	152	0.351
SPAC56E4.07	27134.13	7.6491	4.0	235	0.393
SPCC188.14	9297.87	10.0029	4.0	79	0.327
SPAC23A1.05	11652.77	9.6770	4.0	101	0.502
SPAC9.12c	33600.28	7.6084	4.0	291	0.387
SPBC30B4.09	5418.25	10.7678	4.0	51	0.378
SPBC19G7.19	5362.35	10.6890	4.0	49	0.537
SPBC29A3.17	60280.24	7.2141	4.0	525	0.407
SPCC1450.05c	15928.09	9.2760	4.0	138	0.468
SPAC27E2.12	8703.49	8.2060	4.0	76	0.373
SPAC3G6.01	159378.67	6.7360	4.0	1388	0.425
SPBC15D4.13c	23810.57	8.1928	4.0	204	0.423
SPAC4F10.16c	154282.22	6.7128	4.0	1367	0.392
SPAC644.09	26393.19	8.0794	4.0	237	0.485
SPBC1773.02c	21164.32	8.7962	4.0	195	0.452
SPAC823.17	5308.31	10.9575	4.0	48	0.458
SPBC685.05	18036.20	8.0948	4.0	160	0.346
SPCC1753.03c	38285.20	8.0595	4.0	339	0.366
SPAC17H9.17c	42198.93	7.2561	4.0	370	0.425
SPCC576.19c	13663.82	9.1945	4.0	119	0.304
SPCC1450.15	55643.55	7.1014	4.0	494	0.397
SPCC18.19c	10946.94	9.2529	4.0	94	0.414
SPAC23H4.09	41597.54	8.2611	4.0	381	0.564
SPCC4B3.05c	40633.20	7.8769	4.0	359	0.459
SPBCPT2R1.01c	30579.93	8.3040	4.0	269	0.420
SPBC16E9.16c	82227.09	7.1676	4.0	755	0.601
SPAC23D3.10c	77947.87	7.0236	4.0	706	0.413
SPAC18B11.08c	10295.17	10.1710	4.0	95	0.338
SPBC15D4.01c	71452.12	7.0348	4.0	633	0.371
SPBCPT2R1.04c	31590.23	8.3040	4.0	280	0.421
SPAC926.07c	9822.46	9.1711	4.0	85	0.471
SPAC6C3.02c	17442.35	8.6429	4.0	172	0.449
SPBC31A8.01c	33659.36	7.5337	4.0	308	0.700
SPCC1322.14c	83634.79	7.1712	4.0	721	0.548
SPAC1B3.03c	40161.51	8.1579	4.0	356	0.554
SPBPB21E7.04c	32123.29	8.9109	4.0	281	0.380
SPAC3A12.15	87505.80	7.5460	4.0	756	0.405
SPAC4H3.07c	16185.41	9.5160	4.0	142	0.527
SPCC1235.16	9893.61	10.0681	4.0	88	0.351
SPAC23C4.04c	16653.15	8.0384	4.0	140	0.360
SPBC23E6.10c	39379.97	7.3419	4.0	359	0.429
SPAC1002.20	12253.07	8.6575	4.0	101	0.316
SPCC338.02	14175.35	8.3732	4.0	125	0.397
SPBC32H8.06	44735.12	6.9384	4.0	383	0.384
SPAPB1A10.07c	49054.86	7.3453	4.0	441	0.444
SPAC25B8.18	13907.18	9.5087	4.0	121	0.406
SPBP23A10.03c	13641.45	9.3265	4.0	115	0.271
SPCC613.09	44150.51	7.4676	4.0	384	0.362
SPBC2A9.08c	24902.50	8.7079	4.0	215	0.403
SPBC32F12.08c	19515.01	9.1169	4.0	166	0.348
SPAC4F8.14c	49238.97	7.4362	4.0	447	0.598
SPBC1604.07	26700.43	9.0840	4.0	244	0.484
SPAC1296.02	18161.62	8.4759	4.0	164	0.492
SPAC9E9.10c	59865.25	7.9364	4.0	514	0.375
SPAC6F12.12	72464.55	6.7779	4.0	627	0.396
SPAC750.06c	31574.19	8.3040	4.0	280	0.422
SPAC25H1.10c	7720.01	9.8967	4.0	68	0.511
SPBC3B9.12	14989.37	8.4611	4.0	132	0.353
SPCC290.02	33949.92	8.0976	4.0	301	0.412
SPCC31H12.08c	76456.22	6.9508	4.0	690	0.450
SPBC14C8.15	52670.15	7.2847	4.0	460	0.391
SPAC27D7.05c	12191.80	9.9595	4.0	107	0.381
SPAC212.01c	31590.23	8.3040	4.0	280	0.417
SPAC144.08	25901.28	8.4118	4.0	225	0.373
SPCC777.10c	20062.10	8.6804	4.0	177	0.381
SPBPB2B2.07c	28748.99	8.0433	4.0	250	0.451
SPBC19C7.08c	77552.81	6.9059	4.0	681	0.384
SPBC106.09	165411.32	6.6852	4.0	1458	0.378
SPAC13F5.06c	92515.99	6.9074	4.0	811	0.383
SPBC15D4.10c	51791.88	8.5867	4.0	475	0.377
SPBP22H7.09c	47393.55	7.0301	4.0	409	0.388
SPBC19F5.05c	69189.21	7.1455	4.0	607	0.485
SPCC1795.01c	36086.45	7.7446	4.5	310	0.378
SPAC24C9.07c	219183.33	6.7083	4.5	1894	0.380
SPAC1071.12c	17390.83	8.6210	4.5	156	0.427
SPBC23G7.07c	31625.01	8.4242	4.5	277	0.381
SPBC3H7.11	28877.25	8.2639	4.5	248	0.449
SPAC1002.12c	58833.56	8.0918	4.5	547	0.458
SPAC1687.19c	45176.14	7.2267	4.5	404	0.428
SPBC19G7.02	26264.05	8.4435	4.5	231	0.345
SPBC31F10.15c	7740.66	9.7657	4.5	67	0.507
SPBP8B7.17c	55753.66	6.9707	4.5	506	0.427
SPCC1259.16	8065.39	8.8874	4.5	70	0.362
SPCC1259.06	25003.51	8.4644	4.5	222	0.393
SPAC14C4.08	22042.58	8.0440	4.5	185	0.372
SPCC663.10	58317.90	6.8856	4.5	502	0.412
SPCC1442.07c	32464.46	7.2082	4.5	282	0.390
SPAC25B8.17	33233.93	8.6429	4.5	295	0.376
SPBPB2B2.08	25077.57	7.4273	4.5	220	0.395
SPCC1620.10	36046.09	8.6346	4.5	306	0.389
SPBC1105.19	7357.17	10.5661	4.5	66	0.329
SPAC3H8.02	51473.79	7.2827	4.5	444	0.465
SPAC31G5.09c	42003.40	7.1687	4.5	372	0.364
SPBC29A3.03c	45630.55	7.1252	4.5	398	0.431
SPCC417.16	5624.70	10.7073	4.5	52	0.627
SPCC24B10.02c	50609.23	7.0632	4.5	449	0.403
SPAC27D7.04	11100.73	9.7454	4.5	96	0.373
SPBC215.04	7922.07	9.8004	4.5	72	0.298
SPAC23E2.03c	61101.94	7.0366	4.5	569	0.493
SPBC83.18c	30855.03	7.7440	4.5	272	0.444
SPBC3B8.02	46674.13	7.9422	4.5	415	0.446
SPAC4G9.07	60362.40	7.2042	4.5	513	0.364
SPBC16H5.06	24740.35	8.3205	4.5	228	0.500
SPBC17D11.03c	23489.11	8.6512	4.5	213	0.361
SPCC550.06c	11282.14	9.9284	4.5	104	0.563
SPCC417.02	10380.87	10.9631	4.5	94	0.435
SPBC530.08	93538.48	6.8969	4.5	815	0.421
SPBC839.02	57930.82	7.0204	4.5	504	0.441
SPAC17A2.01	58484.17	7.4660	4.5	526	0.495
SPAC23C4.11	6804.93	10.1452	4.5	60	0.447
SPBC28F2.03	17401.84	8.8562	4.5	162	0.757
SPAC22H10.13	5316.10	8.1554	4.5	50	0.735
SPCC4B3.20	10591.08	8.9739	4.5	89	0.371
SPAC3A12.08	23922.31	9.1541	4.5	214	0.368
SPCC1682.07	47066.58	6.8984	4.5	421	0.429
SPAC6F6.05	13333.56	9.5724	4.5	122	0.439
SPBC1711.14	20507.29	9.4470	4.5	180	0.392
SPAC23C4.07	23511.19	8.7376	4.5	201	0.370
SPAC1B2.04	15938.21	9.5169	4.5	140	0.486
SPBPB2B2.11	42622.62	8.0064	4.5	365	0.386
SPAC6F6.02c	38915.85	7.2808	4.5	348	0.371
SPBP8B7.04	94731.84	7.1884	4.5	819	0.388
SPBC24C6.08c	40799.47	7.4737	4.5	367	0.403
SPAC1805.10	60222.84	7.0346	4.5	527	0.359
